name,title,creator,youtube_url,template_url,date_posted
WhatsApp AI Agent,How to add AI Agents to WhatsApp using n8n (Step-by-Step Guide),Leon van Zyl,https://www.youtube.com/watch?v=LekI91ISf_8,https://drive.google.com/file/d/1qp0uJFG9h6Ps6mHWqhdIbdweg6gdJKWZ/view?usp=drive_link,2025-04-16T13:57:52.000Z
Claude MCP Content Automation,"Automate Anything With Claude MCP Workflows, Here's how:",Ben AI,https://www.youtube.com/watch?v=_je0FbUcFkg,https://drive.google.com/file/d/1gow-LHalspkMCuQCI7xp580C4LbTThbx/view?usp=drive_link  https://drive.google.com/file/d/1uqYk4jyWDpcSeUbeWO0JnqYEnvqeDQs8/view?usp=drive_link  https://drive.google.com/file/d/1OBNRFIscIzI16NscMGZk259fYCXbOmZ5/view?usp=drive_link ,2025-04-16T07:41:58.000Z
Social Media Scraper,Steal This AI Post Scraper (Free n8n Build),Nolan Harper | Ai Automation,https://www.youtube.com/watch?v=fhxqdoP7ivE,https://drive.google.com/file/d/14m6BvV1jlPb5_Esv_CRCfM9K3bDmCc3M/view?usp=drive_link,2025-04-14T17:00:49.000Z
Invoice Tracker,Automate Invoice and Expense Tracking with Gemini | BULLETPROOF!,MagicOps AI,https://www.youtube.com/watch?v=j9_gps_ZZNU,https://drive.google.com/file/d/1uEbC2YozSiDhGH2v_o8LgpLmJGdq1U_Z/view?usp=drive_link,2025-04-14T13:39:13.000Z
Website Extractor,Turn Any Website Into LLM Ready Data in Seconds with n8n & Firecrawl,Nate Herk | AI Automation,https://www.youtube.com/watch?v=Ee9WtEEd300,https://drive.google.com/file/d/1a5dDs4QXa4e7aCt7QErpadewvHBB7Pm_/view?usp=drive_link,2025-04-13T17:12:58.000Z
AI Avatar Social Automation,This n8n AI Agent Avatar will AUTOMATE your Social Media,Sabrina Ramonov 🍄,https://www.youtube.com/watch?v=8sPYxqU1SoQ,https://drive.google.com/file/d/1b8ItsS54kg-SS1vJNUbeImKM-qFRzhhd/view?usp=drive_link,2025-04-12T17:28:07.000Z
LinkedIn AI Agent,I Built an AI Agent For VIRAL LinkedIn Posts (n8n),Oleg Melnikov,https://www.youtube.com/watch?v=GmlQZ8MG7HY,https://drive.google.com/file/d/16Pw1GwO7NnhO_Rcs4oXVcBvcC4S-3sYG/view?usp=drive_link,2025-04-12T14:41:09.000Z
Automated Sales Agents,How to build an army of Ai Sales Agents (automate 70% of your sales processes),Rory Ridgers,https://www.youtube.com/watch?v=1MzQkN6C5D0,https://drive.google.com/file/d/1ESCFq9730iouuEIyoqXX-vGrstlhpe23/view?usp=drive_link  https://drive.google.com/file/d/1kcKN0RkPGPcA40HgLABg1myNng9rMTkL/view?usp=drive_link ,2025-04-12T12:00:05.000Z
Claude MCP Agent,Build A Claude MCP Agent That Does Everything!,Ben AI,https://www.youtube.com/watch?v=bATMtzNoap4,https://drive.google.com/file/d/1u-9TkM8UVl7Pu6kgw9caeL9228pGYOhZ/view?usp=drive_link  https://drive.google.com/file/d/1L7hxkZbSOZA9vOULhnkWF-fPs6zfYmp6/view?usp=drive_link ,2025-04-12T08:22:06.000Z
9-Platform Social Poster,n8n Agent Posts to 9 Social Platforms Hourly!,Sabrina Ramonov 🍄,https://www.youtube.com/watch?v=D9okDd_1tBI,https://drive.google.com/file/d/1UogWtgWOqfpD21SqneurX7KCp2y2fQTq/view?usp=drive_link,2025-04-11T23:55:43.000Z
Chat Agent UI Integration,Build a ChatGPT Style App for Your n8n AI Agents in MINUTES,Cole Medin,https://www.youtube.com/watch?v=6zn8vVTeFE0,https://drive.google.com/file/d/1wf7GoW7w6KIETiLGdVMBtzAH98kisXhT/view?usp=drive_link,2025-04-10T00:00:05.000Z
Crawl4AI Scraper,Scrape ANY Website for FREE with Crawl4AI + n8n (No Code),Mahmut Kasimoglu | AI Automation,https://www.youtube.com/watch?v=1CDGpbZItiY,https://drive.google.com/file/d/1qVgaZbTZdlcL3Ceg4PBoTZ-ONMzujWa8/view?usp=drive_link,2025-04-09T12:28:33.000Z
Omnichannel Sales Agent,This AI Agent Automates Your Sales on ALL Social Media (+MCP),Ben AI,https://www.youtube.com/watch?v=VnbfsX7iBl4,https://drive.google.com/file/d/15MLlSCnjMWm9Vdlw_WjTynJlPQWAladL/view?usp=drive_link  https://drive.google.com/file/d/1P9jtemW1psUoWGSc6UuAnrn06X-Wa81M/view?usp=drive_link  https://drive.google.com/file/d/1j4IfpgXVACXtqIpu_GwZHSFBTmv8Dfl1/view?usp=drive_link  https://drive.google.com/file/d/1c5dzocUh9IC5bQwqKwJCo6ZZ2mjYRtqZ/view?usp=drive_link ,2025-04-09T06:42:57.000Z
Sheets Dashboard Automation,How I Create Custom n8n Dashboards To Automate Anything (Google Sheets),Jono Catliff,https://www.youtube.com/watch?v=Mw9AIejD39s,https://drive.google.com/file/d/107ZLDb3F765CYbQyhL-2fnFzy6A0Bo2k/view?usp=drive_link  https://drive.google.com/file/d/1wfnGidoUbiXdIbp1zCMsROrIFO4eO2lH/view?usp=drive_link ,2025-04-09T01:00:03.000Z
LinkedIn Content Creator,3 AI Workflows Step-by-Step (Beginner's Guide to n8n),Nate Herk | AI Automation,https://www.youtube.com/watch?v=06Beyp_iDL0,https://drive.google.com/file/d/1yf2ncloV_YSoO6W5KkZR5jo247V8aeBO/view?usp=drive_link  https://drive.google.com/file/d/1pbHvDIEz6WXkZ4dqOeSN4JlP_ZCAB3H5/view?usp=drive_link  https://drive.google.com/file/d/18Cc9YhwEYPGmd26EkveKp1gkLJSdHLf6/view?usp=drive_link,2025-04-07T13:42:58.000Z
Sales Lead Automation,How I Increased Sales By 391% With One Change (Steal It),Jono Catliff,https://www.youtube.com/watch?v=PWLVWhMh7og,https://drive.google.com/file/d/1SvKBdfK6klqkqDYlrAA4N7UNV1zWHzBg/view?usp=drive_link,2025-04-06T14:04:40.000Z
Viral TikTok System,I Built an AI SYSTEM for Viral TikToks (n8n Tutorial),Oleg Melnikov,https://www.youtube.com/watch?v=OSpw9AY1fJI,https://drive.google.com/file/d/13k2MOqI2BCgWTWPwOWNSAddGxlvRarlK/view?usp=drive_link,2025-04-05T18:44:01.000Z
Invoice OCR Workflow,Extract Text From Images & PDFs Using AI (n8n tutorial),Jono Catliff,https://www.youtube.com/watch?v=ZXF9FcN11DI,https://drive.google.com/file/d/1WVAtOzI_nFxYrRydcCxfnvAjC3GPrjW_/view?usp=drive_link  https://drive.google.com/file/d/1Fj-c9hW_35vvc9yWZaB1cN1RGRkPcsK4/view?usp=drive_link  https://drive.google.com/file/d/1REw9bSrAbFom_oArN7t-HR6cxL4j4N6Y/view?usp=drive_link ,2025-04-05T16:26:06.000Z
CRM Data Automation,AI AUTOMATES Your CRM Updates!,MagicOps AI,https://www.youtube.com/watch?v=_oNrsL0GJBw,https://drive.google.com/file/d/1LVW2SP7kXj_hgJYa8fg5XdGOr-osibcd/view?usp=drive_link  https://drive.google.com/file/d/1tKbZgm_YFmXSX3IGYtuAvg38FE9yJl3t/view?usp=drive_link ,2025-04-04T13:17:24.000Z
Long Form Video System,How I 100% Automated Long Form Content with n8n (free template),Nate Herk | AI Automation,https://www.youtube.com/watch?v=lF2bvXoV-Zg,https://drive.google.com/file/d/1RsonZRI1buGbXwzJcly7VWt427gP339W/view?usp=drive_link,2025-04-03T16:13:28.000Z
Lovable Excuse Generator,Build Anything with Lovable + n8n AI Agents (beginner's guide),Nate Herk | AI Automation,https://www.youtube.com/watch?v=kUpTUEwKnrk,https://drive.google.com/file/d/1XjUrc-qvfVdOsUwltlru6_usqEYFJClN/view?usp=drive_link,2025-04-02T02:35:03.000Z
LinkedIn DM System,Build This Automated AI LinkedIn DM System in 1 Hour (N8N),Nick Saraev,https://www.youtube.com/watch?v=gsPGdq2C97c,https://drive.google.com/file/d/1587u1Up2vB5nQ8AeHMvXmqzOZ3lHbynB/view?usp=drive_link,2025-04-02T02:16:06.000Z
Gemini Media Analyzer,"Analyze any Video, Image or PDF with Gemini and n8n (Step-by-Step)",MagicOps AI,https://www.youtube.com/watch?v=OWJKGkPEGSw,https://drive.google.com/file/d/1IpgIE8XTSjCBDWqlwdp93HPGU7Iq_6YE/view?usp=drive_link,2025-04-01T13:17:33.000Z
Prompt Engineer Agent,How to Build Your PERSONAL Prompt Engineer Agent with n8n (for any model!),Mark Kashef,https://www.youtube.com/watch?v=c-NdrhFbUxY,https://drive.google.com/file/d/1NyFafJnrtUi7TOVLscPU_b8RS56M2U2X/view?usp=drive_link  https://drive.google.com/file/d/1VOR6we1twlcOK6KqdBVKymZ1rdPieMjW/view?usp=drive_link  https://drive.google.com/file/d/12Lyb9rlIbrWBk69QE7VGIDtNsRoAu4YJ/view?usp=drive_link  https://drive.google.com/file/d/13oEa3bVH2l3Q0FX6dMGwXOWCB_PiufVk/view?usp=drive_link  https://drive.google.com/file/d/1Xv2Rc0Mr2KsX1PqydpGPcvSLVY2cgxxG/view?usp=drive_link ,2025-03-31T19:57:49.000Z
AI PDF Research Report,Research ANYTHING and Get a PDF Report (free n8n template),Nate Herk | AI Automation,https://www.youtube.com/watch?v=TeFCb5-4e5U,https://drive.google.com/file/d/1ywEBz6UjLDv68uB2t4colnqmOrykwjMe/view?usp=drive_link,2025-03-30T21:07:44.000Z
Voice Clone Agent,I Just Built An AI Agent Clone Of Myself (n8n),Jono Catliff,https://www.youtube.com/watch?v=QQLEnVCHB1I,https://drive.google.com/file/d/1ZNShy_DlSB4vhhK-MK_ZxLN3eLoTJWHU/view?usp=drive_link,2025-03-29T16:33:08.000Z
Support Email AI Workflow,We're All Using AI Agents Wrong.,Nate Herk | AI Automation,https://www.youtube.com/watch?v=HuTyZiUDz2k,https://drive.google.com/file/d/1J2xOp3hobZ2AjlkMaRzTdgSqb_U73dVe/view?usp=drive_link  https://drive.google.com/file/d/1ZxZJWKeLwDtrINECXwrECI8-9H94aNzZ/view?usp=drive_link ,2025-03-27T20:15:32.000Z
Multi-Agent Supervisor System,Don't Build Another AI Agent Until You See This: Langchain’s Multi Agent Architecture ~ n8n,Mahmut Kasimoglu | AI Automation,https://www.youtube.com/watch?v=Ah-1-Lda4DU,https://drive.google.com/file/d/1Z_RSpNhoAA06YMtuzUb-jcDEkC8xU6_9/view?usp=drive_link,2025-03-26T18:52:50.000Z
TikTok Viral Scraper,Want Viral TikTok Videos? Copy This AI System Now | N8N Tutorial,MagicOps AI,https://www.youtube.com/watch?v=IWUy79cSp60,https://drive.google.com/file/d/1SlrxzebxsPoE5hWiZj2gjnalItYBrf6v/view?usp=drive_link,2025-03-26T13:57:12.000Z
Document OCR Automation,Understand ANY Document with Mistral OCR in n8n (Step-by-Step),Nate Herk | AI Automation,https://www.youtube.com/watch?v=85qo6qC4r-0,https://drive.google.com/file/d/1LGe7nJeBrarMK7yxFf9676LAZ2-z0YEJ/view?usp=drive_link,2025-03-25T18:43:27.000Z
Jarvis Assistant,"How I Built JARVIS with No Code (Tutorial w/ Lovable, ElevenLabs, n8n)",Nate Herk | AI Automation,https://www.youtube.com/watch?v=KUvSzvFeZls,https://drive.google.com/file/d/1kDObptC2SpkViCPxI7ajFP7phBm-7M6t/view?usp=drive_link  https://drive.google.com/file/d/11kmVhQxb9nFV0PJr-C_RyFg1ZNjaIEL4/view?usp=drive_link  https://drive.google.com/file/d/1GJLNj5MiPjG_u1eXEIKtUWtfLAKvD9ov/view?usp=drive_link  https://drive.google.com/file/d/1BfHwX2aKv9FXbbGoEuZxD_WTBDvK6x8G/view?usp=drive_link  https://drive.google.com/file/d/1TqY55BSuEycBfXC9QjL9aEFHwng3IU2T/view?usp=drive_link ,2025-03-23T19:37:30.000Z
Airbnb MCP Agent Workflow,This feature makes building AI Agents 10x easier (MCP server setup),Rory Ridgers,https://www.youtube.com/watch?v=QnPlb0VCcpE,https://drive.google.com/file/d/1Tw5tliKKpVYFH-NCkNAM9cTcGxd3jvWg/view?usp=drive_link  https://drive.google.com/file/d/1NY2e1K1G5KoByQ3nR9N0n85F5T8LIKqI/view?usp=drive_link  https://drive.google.com/file/d/18v98uQ-QkCkovMpLdb-6YpJ99vUw9ar8/view?usp=drive_link,2025-03-20T21:07:28.000Z
MCP AI Agent Workflow,Claude MCP has Changed AI Forever - Here's What You NEED to Know,Cole Medin,https://www.youtube.com/watch?v=v_6EXt6T83I,https://drive.google.com/file/d/1PdCrvv2Tt-uEGTcuBmu69O2jLpKyOrp-/view?usp=drive_link  https://drive.google.com/file/d/1yqXLc318sICay3sCahk_rQGzYOaX_jrt/view?usp=drive_link  https://drive.google.com/file/d/1NjvaiT-uQXR2pV8pPbwezmbZWOb8_YAC/view?usp=drive_link ,2025-03-20T00:00:48.000Z
Resume Screener,This AI Resume Screener Will Change How You Hire Forever!,Mahmut Kasimoglu | AI Automation,https://www.youtube.com/watch?v=lGnsQ3qWUmk,https://drive.google.com/file/d/1MSG1DN458vUafEhYZH30eEHotJsy2e1B/view?usp=drive_link,2025-03-18T22:13:21.000Z
MCP Workflow Setup,"Ultimate No Code MCP Setup Guide (Self-Host, Installation, Common Issues)",Nate Herk | AI Automation,https://www.youtube.com/watch?v=OUPW4DJMAsA,https://drive.google.com/file/d/1D2_NfUDEWV7UIxUBci_7CR6kKlfwL-T9/view?usp=drive_link,2025-03-17T22:03:48.000Z
Website Chatbot,Add ChatGPT To Your Website In Minutes (n8n AI Chatbot),Jono Catliff,https://www.youtube.com/watch?v=4VD-6dFQJsk,https://drive.google.com/file/d/1cGgIf2-fYp11MV5d3FhDSUuD1bgwCe5_/view?usp=drive_link  https://drive.google.com/file/d/1TeG1KpLru6o0b7CK78lmKECIpfNl3t4y/view?usp=drive_link ,2025-03-16T16:13:31.000Z
Twitter Data Scraper,How to Actually Scrape Twitter/X Data with n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=lEo7IAgj0UY,https://drive.google.com/file/d/1Zg5rvw2q9PV437VzxjAhLp7eWrHM9YqD/view?usp=drive_link,2025-03-15T01:37:17.000Z
Scraper Agent,This n8n Agent can scrape ANYTHING (no code),Rory Ridgers,https://www.youtube.com/watch?v=TDB-St0V5vM,https://drive.google.com/file/d/1LuHzN-7UETUS2XeIR5KLort05KV1UXEm/view?usp=drive_link  https://drive.google.com/file/d/1IpqzqaQTf2ublU2SiuLsqlpsyrQ3-X_j/view?usp=drive_link  https://drive.google.com/file/d/1nPKpOw4bYc37MR4ItNb7MqVEaCsDtYeZ/view?usp=drive_link ,2025-03-14T18:58:09.000Z
Local AI Cloud Deployment,Create Your Own Private Local AI Cloud Stack in Under 20 Minutes,Cole Medin,https://www.youtube.com/watch?v=hKrl5Gr7hM0,https://drive.google.com/file/d/1s94exFWhqQeFSxvvNPsm9i12LwpyVdLD/view?usp=drive_link,2025-03-13T00:00:40.000Z
Faceless Shorts Automation,How I Automated Faceless Shorts with AI in n8n (free template),Nate Herk | AI Automation,https://www.youtube.com/watch?v=Gc03J27xmBc,https://drive.google.com/file/d/1kaelJeo5Th8d_gW43NmlFq4JBFSvzWd-/view?usp=drive_link,2025-03-12T05:28:07.000Z
AI Fine-Tuning Workflow,How to Fine-Tune Models the EASY WAY Using ChatGPT & n8n (No Code),Mark Kashef,https://www.youtube.com/watch?v=dvksJK8TTQE,https://drive.google.com/file/d/1N1G-pzAC_eHMZlLIc2yA_8kaTRj1Yt2k/view?usp=drive_link  https://drive.google.com/file/d/1kmwq2z0gSt0THfu7gaJkAn5OP1Pk_JxZ/view?usp=drive_link ,2025-03-10T20:37:56.000Z
Agentic RAG Workflow,Store All Data Types with Agentic RAG in n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=BhGaGFH0jR4,https://drive.google.com/file/d/1Vw3_4cDrwjTSN3pEpZ14EKntDdOJGZ0D/view?usp=drive_link,2025-03-08T20:04:37.000Z
Viral Content AI,I Built an AI SYSTEM For Viral Content (n8n Tutorial),Oleg Melnikov,https://www.youtube.com/watch?v=zEzcwjZf7c8,https://drive.google.com/file/d/17qrwc62-4CH6SfjD4-PORhcmpjWbVwgE/view?usp=drive_link,2025-03-06T04:41:32.000Z
Local AI RAG Agent,The ULTIMATE n8n RAG AI Agent Template - Local AI Edition,Cole Medin,https://www.youtube.com/watch?v=T2QWhXpnT5I,https://drive.google.com/file/d/152Q2fgzduqmE1EpjadZu8WkwGtLtcYrU/view?usp=drive_link,2025-03-06T01:00:18.000Z
Google Sheets Automation,Google Sheets on Autopilot: 11 Insane n8n Automation Hacks,Jono Catliff,https://www.youtube.com/watch?v=c8D1PP2erbo,https://drive.google.com/file/d/1FrH_-Qenv9ZaIQ3A7T-MAfqhAu-JEQwD/view?usp=drive_link,2025-03-03T20:13:50.000Z
Outlook Inbox Manager,"How to Build an Outlook Inbox Manager in n8n (Step-by-Step, No Code)",Nate Herk | AI Automation,https://www.youtube.com/watch?v=h7BLVKh7yzc,https://drive.google.com/file/d/1UuoqORnry6tnEDSp9m0I9qYGJM32Sshf/view?usp=drive_link,2025-03-02T02:45:22.000Z
Technical Analyst AI Agent,How to build Technical Analyst AI Agent with N8N,5minAI,https://www.youtube.com/watch?v=94vh6hSiP9s,https://drive.google.com/file/d/1f8TnvD8CK8A0QIUCAZ7kuKChpEOYu0Jp/view?usp=drive_link,2025-03-01T16:40:59.000Z
Website Chat Agent,How to Build a Website AI Agent in 13 Min (Free N8N Template),Nick Saraev,https://www.youtube.com/watch?v=c2kaOwkkhpo,https://drive.google.com/file/d/1YG9P3Jzqs4TIgEzaTEPMPpIKHTWujhmx/view?usp=drive_link,2025-02-28T23:52:37.000Z
Agent Creator,I Built An n8n Agent That Builds Other Agents (Game Changer),Mark Kashef,https://www.youtube.com/watch?v=mQ-2lcl3svc,https://drive.google.com/file/d/1xuUSr26-imVhXdOYtgvRj6dC1Q64qyB3/view?usp=drive_link  https://drive.google.com/file/d/1gyD0h4PC-0LoPGqYLYSaqvIAnbBU36EH/view?usp=drive_link ,2025-02-27T22:16:12.000Z
Agentic RAG System,I Built the ULTIMATE n8n RAG AI Agent Template,Cole Medin,https://www.youtube.com/watch?v=mQt1hOjBH9o,https://drive.google.com/file/d/10iNT-cKrcFepYwBE9KjI0EVk4EsZcTMv/view?usp=drive_link,2025-02-27T01:00:44.000Z
Agent Communication Workflow,"Make Your Agents Communicate Better in n8n (Feedback, Specifying Inputs, Agent Logs)",Nate Herk | AI Automation,https://www.youtube.com/watch?v=vwlx-e8UYC8,https://drive.google.com/file/d/1P6nmdLur8KaXBa0yC9UYtyWsmQrOG-Ap/view?usp=drive_link  https://drive.google.com/file/d/1OYUcXCCe6O5HSK30lfOqx_cC1LhVO8en/view?usp=drive_link  https://drive.google.com/file/d/1DAhQB9mCTPmJAL4rckstYdZ5nIOFReHp/view?usp=drive_link ,2025-02-24T18:39:51.000Z
AI Email Agent,Build your first Ai Agent on n8n (no code),Rory Ridgers,https://www.youtube.com/watch?v=DAbnhOOFuD8,https://drive.google.com/file/d/1hMSUQzkyxfgd_Xddd48tzrrjK0T7cxd0/view?usp=drive_link,2025-02-24T18:00:16.000Z
Viral Instagram Reels,Copy Top Viral Reels in 1 Click with THIS AI automation,5minAI,https://www.youtube.com/watch?v=SQPPM0KLsrM,https://drive.google.com/file/d/1z6ViyFn1ROskvJNMTWCIfwHAG14HmdNB/view?usp=drive_link,2025-02-24T10:31:41.000Z
Supervisor Automation,n8n AI Agent Tutorial | Building Multi Agent Workflows,Leon van Zyl,https://www.youtube.com/watch?v=o2Pubq36Pao,https://drive.google.com/file/d/1iU4bsasK-0_iyUvAZ2jXAAZj51L4EMak/view?usp=drive_link  https://drive.google.com/file/d/1CRHKYJMIGBkzlAVdXVd98BnHJw7iB0-V/view?usp=drive_link  https://drive.google.com/file/d/15Cz-cUo2gggSW39Ql4cUuIEhbtobG1jO/view?usp=drive_link  https://drive.google.com/file/d/1P0K3_lctW9xg-4r48Tk_cUgH_TRAe3Ls/view?usp=drive_link  https://drive.google.com/file/d/1zEbzYbi1OyK5OicBH08bWIVdlfztv4VC/view?usp=drive_link  https://drive.google.com/file/d/1XYsyJuU5HGI-flnc8Ia2MFHV_zt4edXn/view?usp=drive_link ,2025-02-23T14:52:40.000Z
Customer Support Chatbot,How to Build a Customer Support AI Agent with n8n ~ No Code Guide for Beginners!,Mahmut Kasimoglu | AI Automation,https://www.youtube.com/watch?v=Soa8o82q5qY,https://drive.google.com/file/d/109iwXMZ7JMfEuqJBehXKSe_21MEM4Ycw/view?usp=drive_link,2025-02-23T09:29:06.000Z
Supabase RAG Agent,How to Set up Supabase and Postgres for RAG Agent with Memory in n8n (2025),Nate Herk | AI Automation,https://www.youtube.com/watch?v=JjBofKJnYIU,https://drive.google.com/file/d/1wTHYtYugfe0I6CpvV7b8S5lkaLd7NSuX/view?usp=drive_link,2025-02-22T20:26:48.000Z
Personal Assistant AI Agent,I made a Personal Assistant Ai Agent on n8n (no code),Rory Ridgers,https://www.youtube.com/watch?v=kvY6CMe1Rmc,https://drive.google.com/file/d/16x81ZbiXOR38VzfOOe5slUysAM7AI9Bi/view?usp=drive_link,2025-02-21T20:37:29.000Z
Make Workflow Converter,How to EASILY Convert Make Automations to n8n (No Code),Mark Kashef,https://www.youtube.com/watch?v=bK_4qJiQ5IM,https://drive.google.com/file/d/17VOc0_yCn5Q1lG_Rpv-_Ox7Ri_WDoZKH/view?usp=drive_link,2025-02-21T18:00:35.000Z
Voice AI Caller,This n8n AI Voice Agent Will Call Anyone For You (100% automatic),Jono Catliff,https://www.youtube.com/watch?v=k3mcttDLJB4,https://drive.google.com/file/d/1VD_WTaUoLRgG-dWuPJ71_bLMCzgLtpmO/view?usp=drive_link  https://drive.google.com/file/d/13gBZ5nag70oAodLHS7ugVnRRgKXYoVY-/view?usp=drive_link  https://drive.google.com/file/d/1CE769nokIMWCZA3_MQ9UZn3jyQ08x0I-/view?usp=drive_link  https://drive.google.com/file/d/1vcjpBNx_kd8kmHe-JNsitNO8sqVEiMFy/view?usp=drive_link ,2025-02-20T04:01:15.000Z
Calendar Agent,I Built a Human in the Loop Calendar Agent in n8n with No Code,Nate Herk | AI Automation,https://www.youtube.com/watch?v=z-gDDajSSNE,https://drive.google.com/file/d/1KPcGwRPH_o0BZ9x3ISRcPOdmImu8yYEB/view?usp=drive_link,2025-02-19T22:02:57.000Z
Upwork Automation Agent,I Built An AI Agent That Automates Upwork ($500K+ Earned),Nick Saraev,https://www.youtube.com/watch?v=0LVTTv9zxwE,https://drive.google.com/file/d/1GxyOkaCQ2jijODNNNg_GYD8MLsBtgWeS/view?usp=drive_link  https://drive.google.com/file/d/11mOiQAb2CPdJ6B30A-y4dn_LuAaIrWMN/view?usp=drive_link  https://drive.google.com/file/d/1B-JV6NDdd0vkiIsaM39hOi_AHdbOrgsV/view?usp=drive_link ,2025-02-19T02:42:44.000Z
Local AI Supabase Agent,Run Supabase 100% LOCALLY for Your AI Agents,Cole Medin,https://www.youtube.com/watch?v=pOsO40HSbOo,https://drive.google.com/file/d/1HTNCir9RFmYGV6XWAhsVvVwjUHyGVl3t/view?usp=drive_link,2025-02-17T01:00:41.000Z
AI Life Assistant,This n8n AI Assistant Will Manage Your Life (Automate Everything),Jono Catliff,https://www.youtube.com/watch?v=iEzr0GdFitU,https://drive.google.com/file/d/1un7zmUQzszQeYemiiQa_BgRBg-mSa0IC/view?usp=drive_link  https://drive.google.com/file/d/1IbG_ETQc4PuLmseh1QV-JOa7hlKPBEWM/view?usp=drive_link  https://drive.google.com/file/d/1HQIKlEMlPHraWAEBGbhacURjqaQmggM-/view?usp=drive_link  https://drive.google.com/file/d/1EOQJW9laQQEkq6ePmbpa1-w6kTUK3Uml/view?usp=drive_link  https://drive.google.com/file/d/1rYXqD60yhZ0r8uXrp4dSjDd4FUGywUkr/view?usp=drive_link  https://drive.google.com/file/d/1IBuRANFwJITSUZZF8OwjZAWa2ft3Ssza/view?usp=drive_link  https://drive.google.com/file/d/19Nd5VkE5-tHPvyqeX1VI0c59daHvwt1o/view?usp=drive_link ,2025-02-16T16:00:45.000Z
AI Voice Travel Agent,I Built an AI Voice Travel Agent with ElevenLabs and n8n (Free Template),Nate Herk | AI Automation,https://www.youtube.com/watch?v=5zhTxuuPc3A,https://drive.google.com/file/d/1_pRzOQMU0E_uitCxAilcvelukXOLTfOl/view?usp=drive_link,2025-02-16T02:12:34.000Z
Google Maps Scraper,This AI Agent Can Scrape ANYTHING (100% Automatic),Jono Catliff,https://www.youtube.com/watch?v=VAaFsqu5NE8,https://drive.google.com/file/d/1wEG5BF066ilFle4EUHVl4RNwE6-VggHG/view?usp=drive_link  https://drive.google.com/file/d/1pyJaRo4ayUTs_2keEhSfhWqJOMsgj8Pe/view?usp=drive_link  https://drive.google.com/file/d/1aXlcOBkJoC9v2Fj-w3kobxmsizFf6pd7/view?usp=drive_link  https://drive.google.com/file/d/1sv-fvplAXeKxJyn2-KMX0nV980wN7-OM/view?usp=drive_link  https://drive.google.com/file/d/1fdFCPyDjEgsaumrZ3J6TT2x4LpkCwZhX/view?usp=drive_link  https://drive.google.com/file/d/1sT552PlkviUPBhCL-EUDdF9v14xfJig6/view?usp=drive_link ,2025-02-15T19:16:14.000Z
RAG AI Agent,Create This RAG n8n AI Agent in 30 Minutes (You'll Use This Daily),Jono Catliff,https://www.youtube.com/watch?v=KC34sUqgU5A,https://drive.google.com/file/d/1DePiMuwOnKru3Llo2uZjVPaj9VKLxKcs/view?usp=drive_link  https://drive.google.com/file/d/1teQpVLs-3_nX6itv0GjRH5sg9yte2LB8/view?usp=drive_link ,2025-02-14T01:18:12.000Z
Automated Email Manager,This n8n AI Agent Will Manage Your Email Inbox (100% Automatic),Jono Catliff,https://www.youtube.com/watch?v=l0SiFihbetA,https://drive.google.com/file/d/16fEk0SgtcGqijGYBIrmZgfR13AQAJJX9/view?usp=drive_link,2025-02-12T23:17:49.000Z
Human-in-Loop Workflow,n8n Tutorial: AI Agents with Human Feedback,Leon van Zyl,https://www.youtube.com/watch?v=4wsV1GgIsrs,https://drive.google.com/file/d/1cjOP713BwHJNrQq8tbZe2JtHi6kQA1i5/view?usp=drive_link  https://drive.google.com/file/d/1dIWQlEIHHl7TCZwg7HjnwuoilyqceKLt/view?usp=drive_link ,2025-02-11T14:14:59.000Z
Instagram Parasite System,The N8N Instagram Parasite System (10K Followers In 15 Days),Nick Saraev,https://www.youtube.com/watch?v=9zBtU1mwOR4,https://drive.google.com/file/d/1TF418y0Ff1XmXVMlna0olcW8iXbUSFdP/view?usp=drive_link,2025-02-11T04:00:05.000Z
Agentic Workflow Systems,4 Agentic Frameworks for More Efficient Workflows in n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=nSQnJoqK4DQ,https://drive.google.com/file/d/1d6rikqHI_20LQtV3az7O1jIlgxXwOxDi/view?usp=drive_link  https://drive.google.com/file/d/1ZonJFV6B8U2px_-Fe8WblUDfNvsKomZf/view?usp=drive_link  https://drive.google.com/file/d/1f-AqEGZ8b-EIHwfLtxz9QMexEQ-pcYbg/view?usp=drive_link  https://drive.google.com/file/d/1tKgq5uXibES3KSNZi7RkMBiixQxQ7UeL/view?usp=drive_link ,2025-02-10T16:03:00.000Z
AI Agent Calendar & Sheets Bot,Build Your First No-Code n8n AI Agent (Beginner's Guide),Jono Catliff,https://www.youtube.com/watch?v=81prU7h9yWs,https://drive.google.com/file/d/1JcVrQKNTzgqbJcj0EMFbtWjiUK5Fk_mt/view?usp=drive_link  https://drive.google.com/file/d/1G1X-kX70sMy-bmU1ppUJegqOXOONvRK4/view?usp=drive_link ,2025-02-09T19:00:04.000Z
